,Ticker,Date,CLOSE
2146553,002008,2013-02-28,11.77
2146574,002008,2013-03-29,12.97
2146592,002008,2013-04-26,11.76
2146614,002008,2013-05-31,13.46
2146631,002008,2013-06-28,11.19
2146654,002008,2013-07-31,11.74
2146676,002008,2013-08-30,10.98
2146695,002008,2013-09-30,10.46
2146713,002008,2013-10-31,10.46
2146734,002008,2013-11-29,12.81
2146756,002008,2013-12-31,13.49
2146777,002008,2014-01-30,15.4
2146793,002008,2014-02-28,15.2
2146814,002008,2014-03-31,13.24
2146835,002008,2014-04-30,14.9
2146855,002008,2014-05-30,17.47
2146875,002008,2014-06-30,17.34
2146898,002008,2014-07-31,17.2
2146919,002008,2014-08-29,19.76
2146940,002008,2014-09-30,19.55
2146948,002008,2014-10-17,17.65
2146967,002008,2014-11-28,17.35
2146990,002008,2014-12-31,15.97
2147010,002008,2015-01-30,17.08
2147025,002008,2015-02-27,18.19
2147047,002008,2015-03-31,20.75
2147068,002008,2015-04-30,27.05
2147088,002008,2015-05-29,30.87
2147103,002008,2015-06-30,28.72
2147126,002008,2015-07-31,25.65
2147147,002008,2015-08-31,21.2
2147167,002008,2015-09-30,19.48
2147184,002008,2015-10-30,25.18
2147205,002008,2015-11-30,23.84
2147228,002008,2015-12-31,25.89
2147248,002008,2016-01-29,20.38
2147264,002008,2016-02-29,18.21
2147287,002008,2016-03-31,22.25
2147307,002008,2016-04-29,21.75
2147328,002008,2016-05-31,23.0
2147348,002008,2016-06-30,22.84
2147369,002008,2016-07-29,22.78
2147392,002008,2016-08-31,22.7
2147412,002008,2016-09-30,21.34
2147428,002008,2016-10-31,22.56
2147450,002008,2016-11-30,23.14
2147472,002008,2016-12-30,22.6
2147490,002008,2017-01-26,22.41
2147508,002008,2017-02-28,24.05
2147531,002008,2017-03-31,26.27
2147549,002008,2017-04-28,29.41
2147569,002008,2017-05-31,31.2
2147591,002008,2017-06-30,34.64
2147612,002008,2017-07-31,35.8
2147635,002008,2017-08-31,39.19
2147656,002008,2017-09-29,43.6
2147673,002008,2017-10-31,47.84
2147695,002008,2017-11-30,48.51
2147716,002008,2017-12-29,49.4
2147738,002008,2018-01-31,49.34
2147753,002008,2018-02-28,56.92
2147775,002008,2018-03-30,54.7
2147793,002008,2018-04-27,46.7
2147815,002008,2018-05-31,55.0
2147835,002008,2018-06-29,53.19
2147857,002008,2018-07-31,48.19
2147880,002008,2018-08-31,43.68
2147899,002008,2018-09-28,42.37
2147917,002008,2018-10-31,31.36
2147939,002008,2018-11-30,33.62
2147959,002008,2018-12-28,30.36
2147981,002008,2019-01-31,31.57
2147996,002008,2019-02-28,39.77
2148017,002008,2019-03-29,42.2
2148038,002008,2019-04-30,39.1
2148058,002008,2019-05-31,33.13
2148077,002008,2019-06-28,34.38
2148100,002008,2019-07-31,29.25
2148122,002008,2019-08-30,31.0
2148142,002008,2019-09-30,35.55
2148160,002008,2019-10-31,38.0
2148181,002008,2019-11-29,34.99
2148203,002008,2019-12-31,40.0
2148219,002008,2020-01-23,43.46
2148239,002008,2020-02-28,38.09
2148261,002008,2020-03-31,28.19
2148282,002008,2020-04-30,30.3
2148300,002008,2020-05-29,30.42
2148320,002008,2020-06-30,35.95
2148343,002008,2020-07-31,39.96
2148364,002008,2020-08-31,37.16
2148386,002008,2020-09-30,32.9
2148402,002008,2020-10-30,40.2
2148423,002008,2020-11-30,39.54
2148446,002008,2020-12-31,42.75
2148450,002008,2021-01-07,47.0
2139992,002230,2008-05-30,2.84212623616913
2140012,002230,2008-06-30,2.330868859262173
2140035,002230,2008-07-31,2.3696004787248213
2140055,002230,2008-08-29,1.6662342692831291
2140074,002230,2008-09-26,1.2409610875832504
2140094,002230,2008-10-31,1.4036338893263736
2140114,002230,2008-11-28,1.413704110386662
2140137,002230,2008-12-31,1.8203861147444689
2140152,002230,2009-01-23,1.981509651709085
2140172,002230,2009-02-27,1.931933178796896
2140194,002230,2009-03-31,2.37967069978511
2140215,002230,2009-04-30,2.581849753380133
2140232,002230,2009-05-27,2.5388563863484013
2140254,002230,2009-06-30,2.521427166304819
2140274,002230,2009-07-31,4.56761759942131
2140295,002230,2009-08-31,3.519540500800597
2140317,002230,2009-09-30,3.671755689181212
2140333,002230,2009-10-30,3.869286849675137
2140354,002230,2009-11-30,3.9622426899075727
2140377,002230,2009-12-31,4.20508982251481
2140397,002230,2010-01-29,4.2875881307210975
2140412,002230,2010-02-26,4.1876606024712295
2140435,002230,2010-03-31,4.757015123894898
2140455,002230,2010-04-30,4.890639144229025
2140475,002230,2010-05-31,4.601314091505568
2140493,002230,2010-06-30,4.142344630357917
2140515,002230,2010-07-30,4.7697965519268575
2140537,002230,2010-08-31,5.697031058245405
2140556,002230,2010-09-30,6.065368575166431
2140569,002230,2010-10-29,6.983307497461734
2140591,002230,2010-11-30,9.57445154394088
2140613,002230,2010-12-31,9.179389222953027
2140633,002230,2011-01-31,7.271470602182284
2140647,002230,2011-02-28,7.945400443867443
2140670,002230,2011-03-31,7.715911855337691
2140689,002230,2011-04-29,7.546848505446622
2140710,002230,2011-05-31,6.495867062309368
2140731,002230,2011-06-30,7.058830588235295
2140752,002230,2011-07-29,6.766019837908496
2140773,002230,2011-08-31,6.274516078431373
2140794,002230,2011-09-30,5.193904976034858
2140810,002230,2011-10-31,6.5150391947712425
2140832,002230,2011-11-30,6.535954248366012
2140853,002230,2011-12-30,6.100223965141612
2140868,002230,2012-01-31,5.197390818300653
2140889,002230,2012-02-29,6.842708367755989
2140911,002230,2012-03-30,6.260572709368192
2140927,002230,2012-04-26,6.105452728540306
2140949,002230,2012-05-31,6.149022682351403
2140969,002230,2012-06-29,5.150329372547732
2140991,002230,2012-07-31,5.163401274508512
2141004,002230,2012-08-31,7.516343627449101
2141024,002230,2012-09-28,7.430069074507946
2141042,002230,2012-10-31,7.315036337253073
2141064,002230,2012-11-30,6.368630635292524
2141085,002230,2012-12-31,7.921572588233313
2141105,002230,2013-01-31,7.409154031370696
2141120,002230,2013-02-28,8.826148203919361
2141141,002230,2013-03-29,9.430070074507444
2141159,002230,2013-04-26,9.790854568625004
2141181,002230,2013-05-31,11.984319717644064
2141198,002230,2013-06-28,12.078437411761689
2141221,002230,2013-07-31,14.143797921565092
2141243,002230,2013-08-30,12.230071474506746
2141262,002230,2013-09-30,12.449679427447869
2141280,002230,2013-10-31,11.398698509801072
2141301,002230,2013-11-29,12.230071474506746
2141323,002230,2013-12-31,12.50981017646746
2141344,002230,2014-01-30,14.196085529408217
2141360,002230,2014-02-28,13.2000065999967
2141381,002230,2014-03-31,11.76471176470294
2141402,002230,2014-04-30,11.106677773336113
2141422,002230,2014-05-30,10.5333438666693
2141442,002230,2014-06-30,11.822234044447402
2141465,002230,2014-07-31,11.17778895555835
2141486,002230,2014-08-29,11.746678413336271
2141507,002230,2014-09-30,13.9111250222257
2141525,002230,2014-10-31,13.20890209778108
2141543,002230,2014-11-28,13.66668033333675
2141566,002230,2014-12-31,11.84445628889185
2141586,002230,2015-01-30,14.222236444448
2141601,002230,2015-02-27,17.7333510666711
2141623,002230,2015-03-31,23.111134222228003
2141634,002230,2015-04-30,32.6000163
2141654,002230,2015-05-29,34.2000171
2141675,002230,2015-06-30,23.29334498
2141695,002230,2015-07-31,24.84667909
2141716,002230,2015-08-31,18.42000921
2141736,002230,2015-09-30,17.8666756
2141753,002230,2015-10-30,24.90001245
2141774,002230,2015-11-30,23.346678340000004
2141797,002230,2015-12-31,24.70001235
2141817,002230,2016-01-29,16.866675100000002
2141833,002230,2016-02-29,16.87334177
2141844,002230,2016-03-15,18.62000931
2141854,002230,2016-05-31,19.35334301
2141874,002230,2016-06-30,21.90001095
2141890,002230,2016-07-29,19.333343
2141913,002230,2016-08-31,20.24667679
2141933,002230,2016-09-30,18.95334281
2141949,002230,2016-10-31,19.98667666
2141971,002230,2016-11-30,19.78667656
2141993,002230,2016-12-30,18.06000903
2142011,002230,2017-01-26,18.020009010000003
2142029,002230,2017-02-28,20.50667692
2142052,002230,2017-03-31,23.4000117
2142070,002230,2017-04-28,21.1333439
2142090,002230,2017-05-31,19.88000994
2142112,002230,2017-06-30,26.6000133
2142133,002230,2017-07-31,31.61334914
2142156,002230,2017-08-31,38.00668567
2142177,002230,2017-09-29,35.76668455
2142194,002230,2017-10-31,35.7333512
2142216,002230,2017-11-30,43.90668862
2142237,002230,2017-12-29,39.42668638
2142259,002230,2018-01-31,36.64001832
2142274,002230,2018-02-28,36.79335173
2142296,002230,2018-03-30,40.55335361
2142314,002230,2018-04-27,35.18668426
2142336,002230,2018-05-31,36.21
2142356,002230,2018-06-29,32.07
2142378,002230,2018-07-31,31.41
2142401,002230,2018-08-31,31.25
2142420,002230,2018-09-28,28.57
2142438,002230,2018-10-31,22.57
2142460,002230,2018-11-30,24.62
2142480,002230,2018-12-28,24.64
2142502,002230,2019-01-31,27.29
2142517,002230,2019-02-28,35.71
2142538,002230,2019-03-29,36.29
2142559,002230,2019-04-30,32.31
2142579,002230,2019-05-31,29.08
2142598,002230,2019-06-28,33.24
2142621,002230,2019-07-31,32.85
2142643,002230,2019-08-30,32.9
2142663,002230,2019-09-30,31.86
2142681,002230,2019-10-31,33.09
2142702,002230,2019-11-29,32.96
2142724,002230,2019-12-31,34.48
2142740,002230,2020-01-23,35.19
2142760,002230,2020-02-28,38.59
2142782,002230,2020-03-31,34.46
2142803,002230,2020-04-30,33.28
2142821,002230,2020-05-29,31.95
2142841,002230,2020-06-30,37.43
2142864,002230,2020-07-31,36.62
2142885,002230,2020-08-31,37.69
2142907,002230,2020-09-30,34.27
2142923,002230,2020-10-30,38.04
2142944,002230,2020-11-30,38.22
2142967,002230,2020-12-31,40.87
144086,0241,1995-01-30,6.1
144104,0241,1995-02-28,6.4
144127,0241,1995-03-31,6.8
144144,0241,1995-04-28,7.2
144167,0241,1995-05-31,7.1
144187,0241,1995-06-30,6.6
144208,0241,1995-07-31,6.7
144230,0241,1995-08-31,6.7
144251,0241,1995-09-29,6.75
144273,0241,1995-10-31,6.55
144294,0241,1995-11-30,6.55
144313,0241,1995-12-29,6.6
144335,0241,1996-01-31,6.6
144353,0241,1996-02-29,6.6
144374,0241,1996-03-29,6.4
144393,0241,1996-04-30,6.3
144416,0241,1996-05-31,5.3
144434,0241,1996-06-28,5.0
144457,0241,1996-07-31,5.2
138479,0241,1996-08-30,5.2
138500,0241,1996-09-30,5.3
138522,0241,1996-10-31,5.2
138543,0241,1996-11-29,5.2
138563,0241,1996-12-31,5.1
138585,0241,1997-01-31,4.975
138603,0241,1997-02-28,6.6
138622,0241,1997-03-27,6.2
138644,0241,1997-04-30,6.1
138666,0241,1997-05-30,6.15
138685,0241,1997-06-27,6.05
138706,0241,1997-07-31,10.1
138726,0241,1997-08-29,14.9
138747,0241,1997-09-30,17.2
138767,0241,1997-10-31,19.1
138787,0241,1997-11-28,19.7
138808,0241,1997-12-31,20.1
138826,0241,1998-01-27,13.0
138846,0241,1998-02-27,12.8
138868,0241,1998-03-31,12.8
138887,0241,1998-04-30,12.8
138908,0241,1998-05-29,12.8
138921,0241,1998-06-30,1.28
138943,0241,1998-07-31,1.28
138963,0241,1998-08-31,1.28
138985,0241,1998-09-30,1.26
139003,0241,1998-10-30,1.26
139024,0241,1998-11-30,1.35
139046,0241,1998-12-31,1.35
139066,0241,1999-01-29,1.35
139083,0241,1999-02-26,1.35
139106,0241,1999-03-31,1.35
139125,0241,1999-04-30,1.38
139146,0241,1999-05-31,1.39
139167,0241,1999-06-30,1.28
139188,0241,1999-07-30,1.23
139210,0241,1999-08-31,1.0
139231,0241,1999-09-30,1.0
139250,0241,1999-10-29,1.0
139272,0241,1999-11-30,1.0
139293,0241,1999-12-30,1.0
139314,0241,2000-01-31,2.1
139333,0241,2000-02-29,9.95
139356,0241,2000-03-31,3.975
139373,0241,2000-04-28,2.05
139394,0241,2000-05-31,1.24
139415,0241,2000-06-30,1.27
139436,0241,2000-07-31,1.23
139459,0241,2000-08-31,1.38
139479,0241,2000-09-29,1.0
139499,0241,2000-10-31,0.82
139521,0241,2000-11-30,0.85
139540,0241,2000-12-29,0.68
139559,0241,2001-01-31,0.74
139579,0241,2001-02-28,0.57
139601,0241,2001-03-30,0.38
139618,0241,2001-04-27,0.4
139640,0241,2001-05-31,0.48
139660,0241,2001-06-29,0.38
139679,0241,2001-07-31,0.375
139702,0241,2001-08-31,0.31
139722,0241,2001-09-28,0.28
139742,0241,2001-10-31,0.26
139764,0241,2001-11-30,0.235
139783,0241,2001-12-31,0.3
139805,0241,2002-01-31,0.275
139822,0241,2002-02-28,0.315
139842,0241,2002-03-28,0.31
139862,0241,2002-04-30,0.265
139883,0241,2002-05-31,0.225
139903,0241,2002-06-28,0.16
139925,0241,2002-07-31,0.088
139947,0241,2002-08-30,0.155
139968,0241,2002-09-30,0.231
139989,0241,2002-10-31,0.25
140010,0241,2002-11-29,0.31
140030,0241,2002-12-31,0.28
140051,0241,2003-01-30,0.225
140070,0241,2003-02-28,0.196
140091,0241,2003-03-31,0.2
140111,0241,2003-04-30,0.2
140131,0241,2003-05-30,0.19
140151,0241,2003-06-30,0.45
140173,0241,2003-07-31,0.63
140194,0241,2003-08-29,0.71
140215,0241,2003-09-30,0.66
140237,0241,2003-10-31,0.76
140257,0241,2003-11-28,0.88
140278,0241,2003-12-31,1.0
140297,0241,2004-01-30,0.91
140317,0241,2004-02-27,1.0
140340,0241,2004-03-31,0.96
140359,0241,2004-04-30,0.77
140379,0241,2004-05-31,0.87
140400,0241,2004-06-30,0.75
140421,0241,2004-07-30,0.75
140443,0241,2004-08-31,0.76
140464,0241,2004-09-30,1.35
140483,0241,2004-10-29,1.9
140505,0241,2004-11-30,2.35
140527,0241,2004-12-31,2.275
140548,0241,2005-01-31,2.3
140565,0241,2005-02-28,2.5
140586,0241,2005-03-31,3.3
140606,0241,2005-04-29,3.125
140626,0241,2005-05-31,2.2
140648,0241,2005-06-30,2.25
140668,0241,2005-07-29,1.7
140691,0241,2005-08-31,1.44
140712,0241,2005-09-30,1.31
140732,0241,2005-10-31,0.93
140754,0241,2005-11-30,1.21
140774,0241,2005-12-30,1.26
140793,0241,2006-01-27,1.26
140813,0241,2006-02-28,1.17
140836,0241,2006-03-31,1.13
140853,0241,2006-04-28,1.04
140873,0241,2006-05-30,0.94
140895,0241,2006-06-30,1.01
140916,0241,2006-07-31,1.03
140939,0241,2006-08-31,0.92
140960,0241,2006-09-29,0.94
140980,0241,2006-10-31,0.93
141002,0241,2006-11-30,0.92
141021,0241,2006-12-29,0.9
141043,0241,2007-01-31,0.83
141061,0241,2007-02-28,0.87
141083,0241,2007-03-30,0.9
141101,0241,2007-04-30,0.94
141122,0241,2007-05-31,1.6
141142,0241,2007-06-29,1.2
141163,0241,2007-07-31,1.07
141186,0241,2007-08-31,0.99
141205,0241,2007-09-28,0.85
141226,0241,2007-10-31,0.79
141248,0241,2007-11-30,0.62
141267,0241,2007-12-31,0.68
141289,0241,2008-01-31,0.6
141308,0241,2008-02-29,0.67
141327,0241,2008-03-31,0.52
141348,0241,2008-04-30,0.52
141368,0241,2008-05-30,0.51
141388,0241,2008-06-30,0.455
141410,0241,2008-07-31,0.33
141429,0241,2008-08-29,0.242
141450,0241,2008-09-30,0.171
135472,0241,2008-10-31,0.12
135492,0241,2008-11-28,0.142
135513,0241,2008-12-31,0.15
135531,0241,2009-01-30,0.13
135551,0241,2009-02-27,0.13
135573,0241,2009-03-31,0.138
135593,0241,2009-04-30,0.154
135612,0241,2009-05-29,0.33
135634,0241,2009-06-30,0.255
135656,0241,2009-07-31,0.295
135677,0241,2009-08-31,0.23
135699,0241,2009-09-30,0.219
135719,0241,2009-10-30,0.235
135740,0241,2009-11-30,0.53
135762,0241,2009-12-31,0.82
135782,0241,2010-01-29,1.41
135800,0241,2010-02-26,1.43
135823,0241,2010-03-31,1.75
135842,0241,2010-04-30,1.7
135862,0241,2010-05-31,1.31
135883,0241,2010-06-30,1.04
135904,0241,2010-07-30,1.04
135926,0241,2010-08-31,1.22
135947,0241,2010-09-30,1.26
135967,0241,2010-10-29,1.16
135989,0241,2010-11-30,0.97
136011,0241,2010-12-31,0.95
136032,0241,2011-01-31,0.89
136050,0241,2011-02-28,0.78
136073,0241,2011-03-31,1.12
136091,0241,2011-04-29,1.02
136111,0241,2011-05-31,0.99
136132,0241,2011-06-30,0.86
136152,0241,2011-07-29,0.85
136175,0241,2011-08-31,0.69
136195,0241,2011-09-30,0.54
136215,0241,2011-10-31,0.64
136237,0241,2011-11-30,0.57
136257,0241,2011-12-30,0.43
136275,0241,2012-01-31,0.435
136296,0241,2012-02-29,0.6
136318,0241,2012-03-30,0.48
136336,0241,2012-04-30,0.44
136358,0241,2012-05-31,0.395
136379,0241,2012-06-29,0.38
136400,0241,2012-07-31,0.36
136423,0241,2012-08-31,0.4
136443,0241,2012-09-28,0.395
136463,0241,2012-10-31,0.48
136485,0241,2012-11-30,0.47
136504,0241,2012-12-31,0.45
136526,0241,2013-01-31,0.55
136543,0241,2013-02-28,0.51
136563,0241,2013-03-28,0.46
136583,0241,2013-04-30,0.43
136604,0241,2013-05-31,0.51
136623,0241,2013-06-28,0.405
136645,0241,2013-07-31,0.415
136666,0241,2013-08-30,0.41
136686,0241,2013-09-30,0.4
136707,0241,2013-10-31,0.48
136728,0241,2013-11-29,0.53
136748,0241,2013-12-31,0.56
136763,0241,2014-01-30,3.67
136782,0241,2014-02-28,4.22
136803,0241,2014-03-31,5.7
136823,0241,2014-04-30,4.31
136843,0241,2014-05-30,6.19
136863,0241,2014-06-30,6.02
136885,0241,2014-07-31,5.94
136906,0241,2014-08-29,6.1
136927,0241,2014-09-30,4.72
136948,0241,2014-10-31,4.84
136968,0241,2014-11-28,5.46
136989,0241,2014-12-31,5.09
137010,0241,2015-01-30,5.12
137028,0241,2015-02-27,5.3
137043,0241,2015-03-20,6.78
137055,0241,2015-04-30,12.0
137074,0241,2015-05-29,10.72
137096,0241,2015-06-30,8.06
137118,0241,2015-07-31,7.19
137139,0241,2015-08-31,5.36
137159,0241,2015-09-30,4.94
137179,0241,2015-10-30,6.2
137200,0241,2015-11-30,5.93
137222,0241,2015-12-31,5.36
137242,0241,2016-01-29,3.89
137260,0241,2016-02-29,4.12
137281,0241,2016-03-31,4.73
137301,0241,2016-04-29,5.25
137322,0241,2016-05-31,5.67
137343,0241,2016-06-30,5.68
137363,0241,2016-07-29,5.39
137385,0241,2016-08-31,4.83
137406,0241,2016-09-30,4.34
137425,0241,2016-10-31,4.06
137447,0241,2016-11-30,4.34
137467,0241,2016-12-30,3.9
137486,0241,2017-01-27,3.61
137506,0241,2017-02-28,3.41
137529,0241,2017-03-31,3.5
137546,0241,2017-04-28,3.03
137566,0241,2017-05-31,3.97
137588,0241,2017-06-30,3.72
137609,0241,2017-07-31,3.72
137631,0241,2017-08-31,3.65
137652,0241,2017-09-29,3.9
137672,0241,2017-10-31,4.18
137694,0241,2017-11-30,3.85
137713,0241,2017-12-29,3.95
137735,0241,2018-01-31,4.09
137753,0241,2018-02-28,3.85
137774,0241,2018-03-29,3.9
137793,0241,2018-04-30,3.97
137814,0241,2018-05-31,7.19
137834,0241,2018-06-29,7.57
137855,0241,2018-07-31,8.04
137878,0241,2018-08-31,7.94
137897,0241,2018-09-28,7.67
137918,0241,2018-10-31,6.34
137940,0241,2018-11-30,7.0
137959,0241,2018-12-31,6.35
137981,0241,2019-01-31,7.18
137998,0241,2019-02-28,8.05
138019,0241,2019-03-29,9.07
138038,0241,2019-04-30,9.38
138059,0241,2019-05-31,7.43
138078,0241,2019-06-28,7.48
138100,0241,2019-07-31,7.11
138122,0241,2019-08-30,7.43
138143,0241,2019-09-30,6.85
138164,0241,2019-10-31,7.91
138185,0241,2019-11-29,8.86
138205,0241,2019-12-31,9.0
138225,0241,2020-01-31,10.96
138245,0241,2020-02-28,14.94
138267,0241,2020-03-31,12.96
138286,0241,2020-04-29,18.76
138306,0241,2020-05-29,18.16
138327,0241,2020-06-30,22.6
138349,0241,2020-07-31,21.4
138370,0241,2020-08-31,18.72
138392,0241,2020-09-30,18.88
138410,0241,2020-10-30,20.25
138431,0241,2020-11-30,22.8
138453,0241,2020-12-31,22.9
138457,0241,2021-01-07,22.45
152529,0268,2001-02-28,0.1729165975
152551,0268,2001-03-30,0.187499925
152568,0268,2001-04-27,0.437499825
152590,0268,2001-05-31,0.833333
152610,0268,2001-06-29,0.6562497374999999
152629,0268,2001-07-31,0.4270831624999999
152652,0268,2001-08-31,0.387499845
152672,0268,2001-09-28,0.3104165425
152692,0268,2001-10-31,0.4479164874999999
152714,0268,2001-11-30,0.44270815625
152733,0268,2001-12-31,0.387499845
152755,0268,2002-01-31,0.3979165074999999
152772,0268,2002-02-28,0.370833185
152792,0268,2002-03-28,0.4020831725
152812,0268,2002-04-30,0.3687498525
152833,0268,2002-05-31,0.3812498475
152853,0268,2002-06-28,0.3645831875
152875,0268,2002-07-31,0.3020832125
152897,0268,2002-08-30,0.2916665499999999
152918,0268,2002-09-30,0.2687498925
152939,0268,2002-10-31,0.2874998849999999
152960,0268,2002-11-29,0.2916665499999999
152980,0268,2002-12-31,0.2687498925
153001,0268,2003-01-30,0.2874998849999999
153020,0268,2003-02-28,0.3104165425
153041,0268,2003-03-31,0.27499989
153061,0268,2003-04-30,0.2916665499999999
153081,0268,2003-05-30,0.3354165325
153101,0268,2003-06-30,0.3333332
153123,0268,2003-07-31,0.4145831675
153144,0268,2003-08-29,0.479166475
153165,0268,2003-09-30,0.4270831624999999
153187,0268,2003-10-31,0.5520831125
153207,0268,2003-11-28,0.53645811875
153228,0268,2003-12-31,0.5520831125
153247,0268,2004-01-30,0.604166425
153267,0268,2004-02-27,0.6145830875
153290,0268,2004-03-31,0.6822913937499999
153309,0268,2004-04-30,0.59895809375
153329,0268,2004-05-31,0.562499775
153350,0268,2004-06-30,0.5520831125
153371,0268,2004-07-30,0.49479146875
153393,0268,2004-08-31,0.44270815625
153414,0268,2004-09-30,0.44270815625
153433,0268,2004-10-29,0.4479164874999999
153455,0268,2004-11-30,0.46354148125
153477,0268,2004-12-31,0.4687498125
153498,0268,2005-01-31,0.4218748312499999
153515,0268,2005-02-28,0.3979165074999999
153536,0268,2005-03-31,0.29999988
153556,0268,2005-04-29,0.3104165425
153576,0268,2005-05-31,0.320833205
153598,0268,2005-06-30,0.3604165225
153618,0268,2005-07-29,0.3583331899999999
153641,0268,2005-08-31,0.3229165375
153662,0268,2005-09-30,0.3583331899999999
153682,0268,2005-10-31,0.354166525
153704,0268,2005-11-30,0.3812498475
153724,0268,2005-12-30,0.3854165125
153743,0268,2006-01-27,0.4895831375
153763,0268,2006-02-28,0.479166475
153786,0268,2006-03-31,0.5104164625000001
153803,0268,2006-04-28,0.54166645
153823,0268,2006-05-30,0.6354164124999999
153845,0268,2006-06-30,0.5937497625
153866,0268,2006-07-31,0.6437497424999999
153889,0268,2006-08-31,0.79999968
153910,0268,2006-09-29,0.79999968
153930,0268,2006-10-31,0.8229163375
153952,0268,2006-11-30,0.7958330149999999
153971,0268,2006-12-29,0.85833299
153993,0268,2007-01-31,0.8895829774999999
154011,0268,2007-02-28,1.0645829075
154033,0268,2007-03-30,1.22499951
154051,0268,2007-04-30,1.27499949
154072,0268,2007-05-31,1.4645827475
154092,0268,2007-06-29,1.47499941
154113,0268,2007-07-31,1.62499935
154136,0268,2007-08-31,1.54999938
154155,0268,2007-09-28,1.27499949
